county,state,acres92,acres87,acres82,farms92,farms87,farms82,largef92,largef87,largef82,smallf92,smallf87,smallf82,region
SAUNDERS COUNTY,NE,437274,445387,447901,1235,1417,1444,73,62,39,78,123,115,NC
SCOTTS BLUFF COUNTY,NE,417698,406363,461602,821,898,987,87,82,87,37,80,65,NC
SEWARD COUNTY,NE,314949,339349,339164,879,974,988,69,57,47,85,97,67,NC
SHERIDAN COUNTY,NE,1481503,1439085,1446303,658,721,704,325,321,334,36,59,48,NC
SHERMAN COUNTY,NE,298115,319593,287146,500,576,539,88,100,73,49,49,29,NC
SIOUX COUNTY,NE,1005877,1122369,1176816,327,353,365,174,181,204,19,20,6,NC
STANTON COUNTY,NE,217228,241886,241828,557,695,712,35,32,18,29,45,30,NC
THAYER COUNTY,NE,347598,380147,362375,623,744,707,100,120,91,32,44,32,NC
THOMAS COUNTY,NE,360203,362205,326515,97,94,87,52,64,54,8,7,3,NC
THURSTON COUNTY,NE,193556,193365,204344,386,462,535,41,33,24,17,31,33,NC
VALLEY COUNTY,NE,339358,336642,319056,488,541,502,107,113,99,29,49,35,NC
WASHINGTON COUNTY,NE,228167,231556,221331,726,826,812,37,29,23,68,95,78,NC
WAYNE COUNTY,NE,248502,264135,269989,630,744,811,41,26,20,53,49,53,NC
WEBSTER COUNTY,NE,307527,300215,297482,448,508,500,106,95,84,32,49,24,NC
WHEELER COUNTY,NE,263976,283272,305871,200,213,195,71,79,68,17,22,16,NC
YORK COUNTY,NE,345509,349155,353837,765,899,911,60,48,38,39,73,51,NC
BELKNAP COUNTY,NH,20910,21479,21794,147,153,147,0,0,0,14,14,6,NE
CARROLL COUNTY,NH,25439,26574,25476,155,136,127,3,5,3,23,18,12,NE
CHESHIRE COUNTY,NH,33935,38216,40411,219,231,254,3,1,1,24,23,21,NE
COOS COUNTY,NH,46056,47923,56553,173,154,184,6,7,7,12,6,4,NE
GRAFTON COUNTY,NH,75733,80871,90365,348,356,397,4,4,6,38,24,34,NE
HILLSBOROUGH COUNTY,NH,39844,43131,53936,328,338,396,2,0,1,48,48,68,NE
MERRIMACK COUNTY,NH,46610,59734,63374,346,370,385,0,2,2,45,29,28,NE
ROCKINGHAM COUNTY,NH,34292,36862,43567,339,382,427,3,1,1,66,56,50,NE
STRAFFORD COUNTY,NH,24716,26574,31542,202,189,220,2,4,4,22,18,15,NE
SULLIVAN COUNTY,NH,38297,44873,42564,188,206,220,7,7,7,16,19,16,NE
ATLANTIC COUNTY,NJ,29606,29423,27504,391,384,379,2,2,2,69,70,67,NE
BERGEN COUNTY,NJ,2636,2596,2728,127,126,126,0,0,0,81,79,78,NE
BURLINGTON COUNTY,NJ,97186,103224,112689,816,834,743,17,15,20,188,178,120,NE
CAMDEN COUNTY,NJ,7799,10033,11690,188,177,152,0,0,0,63,48,30,NE
CAPE MAY COUNTY,NJ,11644,13553,13992,163,124,117,1,1,2,39,17,19,NE
CUMBERLAND COUNTY,NJ,68627,72406,75189,609,612,609,11,10,11,111,116,98,NE
ESSEX COUNTY,NJ,613,580,1204,22,25,33,0,0,0,12,13,19,NE
GLOUCESTER COUNTY,NJ,61748,62128,66133,704,681,687,6,4,4,199,134,125,NE
HUDSON COUNTY,NJ,0,0,0,0,0,0,0,0,0,0,0,0,NE
HUNTERDON COUNTY,NJ,106324,123698,120240,1299,1398,1180,8,9,10,232,258,177,NE
MERCER COUNTY,NJ,35786,41303,40023,296,309,302,6,6,4,60,57,45,NE
MIDDLESEX COUNTY,NJ,25011,25222,32438,241,252,251,5,3,3,72,62,57,NE
MONMOUTH COUNTY,NJ,58758,65846,68275,850,840,743,7,9,3,264,250,177,NE
MORRIS COUNTY,NJ,23915,27086,25576,395,430,385,1,1,1,116,134,104,NE
OCEAN COUNTY,NJ,10365,8820,9960,233,206,203,0,0,1,79,72,60,NE
PASSAIC COUNTY,NJ,1838,1380,1499,55,57,49,0,0,0,27,24,22,NE
SALEM COUNTY,NJ,98256,95265,96585,752,697,648,9,6,4,113,82,51,NE
SOMERSET COUNTY,NJ,43989,45190,49508,435,407,414,7,3,9,98,69,65,NE
SUSSEX COUNTY,NJ,75531,78641,73161,791,776,613,2,0,0,157,104,90,NE
UNION COUNTY,NJ,325,449,579,28,31,35,0,0,0,16,20,22,NE
WARREN COUNTY,NJ,87638,87583,87358,684,666,608,7,5,3,103,75,61,NE
BERNALILLO COUNTY,NM,415263,-99,443877,504,434,433,29,23,28,254,202,181,W
CATRON COUNTY,NM,1553328,1670382,1835717,236,260,238,121,122,124,9,10,4,W
CHAVES COUNTY,NM,3112271,2991513,3060961,592,622,531,221,198,191,81,76,58,W
CIBOLA COUNTY,NM,2080760,2087815,2192115,184,210,175,78,80,75,31,46,25,W
COLFAX COUNTY,NM,2085387,1877995,2067710,303,303,294,134,130,122,24,17,19,W
CURRY COUNTY,NM,924678,990255,913733,610,659,696,221,241,241,39,57,59,W
DE BACA COUNTY,NM,1343237,1296777,1165799,191,191,204,91,86,88,9,22,23,W
DONA ANA COUNTY,NM,526407,572747,401872,1271,1104,943,38,32,32,630,427,276,W
EDDY COUNTY,NM,1138681,967816,957155,495,503,465,133,108,96,88,87,66,W
GRANT COUNTY,NM,1209335,1202779,1146966,297,282,250,116,110,107,25,31,21,W
GUADALUPE COUNTY,NM,1532887,1559972,1623415,271,258,246,139,148,132,23,22,14,W
HARDING COUNTY,NM,1289733,1129548,1267014,195,181,182,120,115,105,10,11,9,W
HIDALGO COUNTY,NM,843401,1226048,1326532,147,157,156,77,74,71,6,3,9,W
LEA COUNTY,NM,2149450,2220431,2178568,544,561,534,208,205,191,59,67,63,W
LINCOLN COUNTY,NM,1881764,1894215,2006499,338,349,338,154,144,148,31,42,39,W
LOS ALAMOS COUNTY,NM,10,-99,-99,4,2,4,0,0,0,4,2,3,W
LUNA COUNTY,NM,797117,930471,-99,185,207,191,72,78,68,10,13,8,W
MCKINLEY COUNTY,NM,3224090,2958812,3185739,213,240,192,70,65,52,31,61,44,W
MORA COUNTY,NM,905235,950958,904455,398,401,381,87,84,84,15,8,9,W
OTERO COUNTY,NM,1166009,1131045,1363710,477,439,421,80,76,75,106,89,65,W
QUAY COUNTY,NM,1769177,1635787,1743923,586,589,610,276,262,284,21,36,37,W
RIO ARRIBA COUNTY,NM,1552865,1490672,1490281,964,936,825,140,125,126,226,205,155,W
ROOSEVELT COUNTY,NM,1646707,1534584,1553501,734,810,858,286,281,278,27,44,56,W
SANDOVAL COUNTY,NM,770155,788473,933241,345,379,376,44,54,61,87,98,101,W
SAN JUAN COUNTY,NM,1896131,1857223,1871386,641,650,633,30,29,32,165,169,150,W
SAN MIGUEL COUNTY,NM,2579730,1949191,1897434,661,634,537,222,203,201,34,33,31,W
SANTA FE COUNTY,NM,517952,509708,526681,313,324,280,47,48,52,104,96,85,W
SIERRA COUNTY,NM,1233794,1226568,1305920,207,192,185,70,69,67,17,19,15,W
SOCORRO COUNTY,NM,1868074,1964748,2050460,413,396,350,109,105,103,64,58,41,W
TAOS COUNTY,NM,324476,290874,332616,440,497,462,34,30,37,76,77,48,W
TORRANCE COUNTY,NM,1797466,1805222,1664861,485,460,426,181,161,170,21,29,19,W
UNION COUNTY,NM,2364443,2603803,2371067,460,438,427,275,266,267,32,38,27,W
VALENCIA COUNTY,NM,349231,318046,420950,575,581,641,15,15,24,241,226,219,W
CHURCHILL COUNTY,NV,268043,366213,356330,529,542,497,17,18,19,52,57,55,W
CLARK COUNTY,NV,82100,67772,65686,223,267,248,2,6,5,101,134,113,W
DOUGLAS COUNTY,NV,79635,114574,112769,172,202,159,18,20,20,39,46,31,W
ELKO COUNTY,NV,3149788,3375548,2899220,360,386,308,159,154,149,35,59,21,W
ESMERALDA COUNTY,NV,1949420,1798823,2133372,23,28,29,9,8,9,0,1,1,W
EUREKA COUNTY,NV,235826,202363,234799,79,85,87,23,22,25,4,3,5,W
HUMBOLDT COUNTY,NV,738041,833913,968403,200,191,178,72,73,79,17,22,6,W
LANDER COUNTY,NV,494304,460000,442590,72,64,64,24,19,20,10,11,3,W
LINCOLN COUNTY,NV,48968,46385,51506,122,102,98,11,7,9,9,10,4,W
LYON COUNTY,NV,189223,209805,226782,323,346,297,42,43,47,41,59,30,W
MINERAL COUNTY,NV,-99,-99,-99,37,38,41,3,2,2,4,3,6,W
NYE COUNTY,NV,140380,370496,385722,155,136,123,15,20,26,12,13,9,W
PERSHING COUNTY,NV,624606,660662,646795,128,120,121,32,28,31,2,10,9,W
STOREY COUNTY,NV,-99,1110,-99,6,10,8,0,0,0,3,4,2,W
WASHOE COUNTY,NV,710618,880792,873745,313,346,300,33,34,40,91,113,88,W
WHITE PINE COUNTY,NV,231758,216656,233941,120,127,127,34,32,37,10,14,5,W
CARSON CITY (IC),NV,5361,17859,18780,28,37,34,3,2,2,15,15,17,W
ALBANY COUNTY,NY,57889,67754,82788,391,460,510,2,3,6,36,44,29,NE
ALLEGANY COUNTY,NY,161643,193436,215657,682,798,899,11,9,11,28,18,33,NE
BRONX COUNTY,NY,0,-99,-99,0,1,2,0,0,0,0,1,2,NE
BROOME COUNTY,NY,97869,116759,132263,517,590,644,9,9,10,27,24,33,NE
CATTARAUGUS COUNTY,NY,203704,234999,252564,941,1102,1211,10,13,9,44,42,47,NE
CAYUGA COUNTY,NY,254002,262454,276170,873,995,1130,48,36,28,44,48,40,NE
CHAUTAUQUA COUNTY,NY,259540,289730,306860,1679,1972,2143,16,13,12,138,170,200,NE
CHEMUNG COUNTY,NY,58963,64159,70800,285,327,372,5,6,5,26,23,18,NE
CHENANGO COUNTY,NY,188008,223893,230069,796,933,1006,10,11,10,24,24,27,NE
CLINTON COUNTY,NY,158392,172734,206396,488,591,705,14,9,14,19,25,23,NE
COLUMBIA COUNTY,NY,111974,133623,152397,484,567,599,17,16,14,31,45,32,NE
CORTLAND COUNTY,NY,138620,148153,175000,478,535,606,18,15,9,26,27,34,NE
DELAWARE COUNTY,NY,192116,225899,297071,716,883,1067,15,14,21,28,56,40,NE
DUTCHESS COUNTY,NY,109692,124401,137963,554,613,635,14,16,17,63,68,63,NE
ERIE COUNTY,NY,145679,166121,190347,995,1201,1361,13,8,15,97,120,153,NE
ESSEX COUNTY,NY,54986,59752,71285,195,219,245,9,9,10,12,13,12,NE
FRANKLIN COUNTY,NY,138299,157189,172145,512,557,612,7,8,8,18,11,14,NE
FULTON COUNTY,NY,35343,38762,44759,184,195,233,1,2,1,8,3,8,NE
GENESEE COUNTY,NY,171722,185119,184964,545,660,741,31,36,27,25,45,45,NE
GREENE COUNTY,NY,45820,56441,63598,222,279,301,4,4,5,15,19,29,NE
HAMILTON COUNTY,NY,-99,-99,-99,1,2,1,0,0,0,0,2,1,NE
HERKIMER COUNTY,NY,163072,175803,194363,636,708,796,8,6,8,25,28,38,NE
JEFFERSON COUNTY,NY,300559,338401,368352,894,1058,1245,31,25,22,25,32,40,NE
KINGS COUNTY,NY,4,4,5,3,4,5,0,0,0,3,4,5,NE
LEWIS COUNTY,NY,169313,193083,205846,617,707,771,6,3,3,21,23,20,NE
LIVINGSTON COUNTY,NY,205105,234071,243641,636,737,812,56,58,53,31,33,30,NE
MADISON COUNTY,NY,195626,212804,233061,699,785,888,16,13,11,25,33,34,NE
MONROE COUNTY,NY,110150,134670,145270,511,682,800,29,26,28,72,90,100,NE
MONTGOMERY COUNTY,NY,138822,156368,164000,537,616,657,9,7,6,16,21,21,NE
NASSAU COUNTY,NY,1890,1471,1897,62,67,98,0,0,0,41,42,66,NE
NEW YORK COUNTY,NY,0,0,0,0,0,0,0,0,0,0,0,0,NE
NIAGARA COUNTY,NY,135494,146537,150411,749,923,1093,24,19,16,58,57,78,NE
ONEIDA COUNTY,NY,242637,285731,302931,1051,1251,1351,18,20,21,49,55,66,NE
ONONDAGA COUNTY,NY,145329,158276,179015,636,772,835,24,21,22,56,68,77,NE
ONTARIO COUNTY,NY,181624,202049,218910,725,837,962,39,33,32,55,67,74,NE
ORANGE COUNTY,NY,102733,114928,129901,641,789,894,8,7,7,77,94,127,NE
ORLEANS COUNTY,NY,133854,152354,153274,469,581,642,28,32,27,28,32,29,NE
OSWEGO COUNTY,NY,112334,122648,139440,659,749,826,3,4,4,40,35,32,NE
OTSEGO COUNTY,NY,218306,264388,277046,867,1029,1120,12,10,7,26,37,36,NE
PUTNAM COUNTY,NY,3803,6059,9968,42,51,56,0,1,3,4,8,11,NE
QUEENS COUNTY,NY,-99,9,13,2,6,9,0,0,0,2,6,9,NE
RENSSELAER COUNTY,NY,92683,106559,117612,444,526,591,7,7,7,24,24,28,NE
RICHMOND COUNTY,NY,-99,16,-99,2,7,12,0,0,0,2,7,11,NE
ROCKLAND COUNTY,NY,831,1107,933,27,27,36,0,0,0,15,10,21,NE
ST LAWRENCE COUNTY,NY,396721,456497,493073,1367,1602,1807,41,30,20,37,46,35,NE
SARATOGA COUNTY,NY,70404,82878,91445,443,528,580,8,5,5,47,48,43,NE
SCHENECTADY COUNTY,NY,19198,22276,24405,151,182,209,0,0,0,10,17,18,NE
SCHOHARIE COUNTY,NY,117799,131800,156630,516,572,658,10,9,8,19,32,26,NE
SCHUYLER COUNTY,NY,65323,75871,82817,312,371,430,5,7,6,13,17,9,NE
SENECA COUNTY,NY,115071,126320,124304,386,432,499,19,23,21,22,21,28,NE
STEUBEN COUNTY,NY,363293,388822,412558,1254,1407,1525,51,50,52,29,50,38,NE
SUFFOLK COUNTY,NY,35353,41799,49898,587,696,797,1,3,3,239,264,315,NE
SULLIVAN COUNTY,NY,56002,62976,75663,306,373,460,5,4,2,24,26,26,NE
TIOGA COUNTY,NY,114859,125838,140305,507,579,648,9,7,7,28,26,38,NE
TOMPKINS COUNTY,NY,91822,110609,121068,441,532,567,5,7,9,31,32,25,NE
ULSTER COUNTY,NY,69643,78437,85203,433,539,570,9,6,8,54,84,57,NE
WARREN COUNTY,NY,5811,8500,10474,57,61,76,0,0,0,7,15,15,NE
WASHINGTON COUNTY,NY,205954,240936,256796,745,861,948,19,24,14,33,28,33,NE
WAYNE COUNTY,NY,174627,191309,210191,919,1064,1232,27,29,25,46,61,80,NE
WESTCHESTER COUNTY,NY,5709,8519,10423,97,121,158,0,0,0,43,50,68,NE
WYOMING COUNTY,NY,209889,220192,232937,736,812,904,27,23,19,25,37,41,NE
YATES COUNTY,NY,102024,113922,112344,602,619,617,3,9,8,18,29,32,NE
ADAMS COUNTY,OH,196365,214863,211247,1354,1412,1483,11,9,10,145,136,171,NC
ALLEN COUNTY,OH,194022,201190,197256,978,1148,1202,20,13,5,87,93,82,NC
ASHLAND COUNTY,OH,171129,179361,188813,953,1078,1185,15,9,8,43,58,64,NC
ASHTABULA COUNTY,OH,155895,182022,185495,1026,1188,1271,8,11,14,43,49,73,NC
ATHENS COUNTY,OH,80507,92708,103760,501,564,598,5,5,7,16,19,14,NC
AUGLAIZE COUNTY,OH,205105,216855,218861,997,1119,1255,25,21,12,89,108,117,NC
BELMONT COUNTY,OH,126195,126571,134879,603,668,743,14,11,13,14,23,21,NC
BROWN COUNTY,OH,202188,215624,223585,1493,1605,1768,20,11,9,169,149,185,NC
BUTLER COUNTY,OH,138297,159519,166736,902,1014,1123,13,18,17,65,90,89,NC
CARROLL COUNTY,OH,122480,117130,126847,689,703,779,10,9,7,18,23,8,NC
CHAMPAIGN COUNTY,OH,215796,221854,231498,871,948,1018,48,36,27,79,63,81,NC
CLARK COUNTY,OH,179280,193669,194284,732,812,917,47,45,35,79,83,110,NC
CLERMONT COUNTY,OH,99214,115999,115629,821,951,1149,15,13,7,95,100,128,NC
CLINTON COUNTY,OH,227382,225711,223473,785,870,977,48,38,29,41,56,57,NC
COLUMBIANA COUNTY,OH,143773,155205,153251,977,1093,1170,10,9,8,62,66,62,NC
COSHOCTON COUNTY,OH,161724,175689,192733,810,884,944,18,20,18,34,42,25,NC
CRAWFORD COUNTY,OH,223216,222057,223487,766,877,975,43,39,27,52,72,71,NC
CUYAHOGA COUNTY,OH,4060,5563,8854,133,150,193,0,0,0,68,71,81,NC
DARKE COUNTY,OH,335575,344624,339396,1905,2067,2165,30,21,15,194,197,184,NC
DEFIANCE COUNTY,OH,196759,206905,210781,830,987,1033,25,20,18,40,50,50,NC
DELAWARE COUNTY,OH,169017,175897,187890,688,799,920,43,38,31,69,69,71,NC
ERIE COUNTY,OH,88899,90106,99090,406,480,535,14,15,14,22,53,41,NC
FAIRFIELD COUNTY,OH,197736,214316,221802,1058,1217,1322,31,30,25,84,79,88,NC
FAYETTE COUNTY,OH,235971,244193,236188,558,628,666,72,61,56,48,49,50,NC
FRANKLIN COUNTY,OH,97020,121999,137998,484,581,675,20,26,26,79,94,96,NC
FULTON COUNTY,OH,205633,219992,221782,847,1043,1180,31,16,10,88,135,137,NC
GA LLIA COUNTY,OH,109820,116735,126515,797,885,992,3,3,3,64,65,71,NC
GEAUGA COUNTY,OH,65266,72766,74347,622,702,753,1,2,2,50,56,54,NC
GREENE COUNTY,OH,184280,195070,189494,835,903,976,37,36,28,105,122,110,NC
GUERNSEY COUNTY,OH,127867,137708,147369,769,860,937,6,3,5,22,19,19,NC
HAMILTON COUNTY,OH,28983,28318,33675,313,350,400,4,3,3,82,88,87,NC
HANCOCK COUNTY,OH,275644,288175,292314,1032,1203,1299,47,32,23,72,73,87,NC
HARDIN COUNTY,OH,248400,264054,264898,896,1034,1142,43,36,27,62,56,68,NC
HARRISON COUNTY,OH,113329,118939,118569,393,465,501,12,12,12,9,12,10,NC
HENRY COUNTY,OH,245049,245503,240416,955,1125,1211,30,14,11,48,62,82,NC
HIGHLAND COUNTY,OH,230988,251969,258482,1153,1323,1470,25,16,24,73,80,121,NC
HOCKING COUNTY,OH,48050,63178,60029,355,414,411,0,2,1,16,14,12,NC
HOLMES COUNTY,OH,177194,186018,194963,1443,1518,1574,9,6,7,122,119,109,NC
HURON COUNTY,OH,219023,234317,245124,843,934,1053,44,37,34,58,65,57,NC
JACKSON COUNTY,OH,74461,79180,80963,385,422,503,6,7,3,9,14,14,NC
JEFFERSON COUNTY,OH,68344,75991,76295,377,440,514,4,3,3,10,11,19,NC
KNOX COUNTY,OH,210601,222028,222002,1102,1185,1257,23,20,14,40,62,51,NC
LAKE COUNTY,OH,17138,18335,20924,272,268,290,2,1,1,61,47,56,NC
LAWRENCE COUNTY,OH,61999,63882,76664,512,545,630,2,2,3,47,34,39,NC
LICKING COUNTY,OH,227327,243431,259283,1256,1402,1552,29,30,23,75,82,92,NC
LOGAN COUNTY,OH,202927,227938,225273,808,979,1058,41,35,31,59,64,77,NC
LORAIN COUNTY,OH,142624,143639,147816,850,985,1110,22,16,11,102,107,136,NC
LUCAS COUNTY,OH,74037,83205,87877,411,492,574,10,11,11,60,72,74,NC
MADISON COUNTY,OH,261320,267249,273032,664,735,781,68,60,58,51,66,66,NC
MAHONING COUNTY,OH,73484,81001,86982,580,668,766,4,3,5,48,52,64,NC
MARION COUNTY,OH,217397,224367,219474,596,650,774,56,60,41,57,42,57,NC
MEDINA COUNTY,OH,103857,115890,128181,906,1012,1180,11,10,5,91,95,90,NC
MEIGS COUNTY,OH,87036,85076,101358,493,528,595,2,4,6,17,26,14,NC
MERCER COUNTY,OH,269163,276361,271675,1393,1562,1614,33,24,21,162,179,162,NC
MIAMI COUNTY,OH,200405,209643,196508,1017,1133,1224,32,19,14,86,111,117,NC
MONROE COUNTY,OH,109986,116429,130542,628,716,825,3,4,5,19,21,11,NC
MONTGOMERY COUNTY,OH,107157,118678,121002,806,940,1067,13,14,12,90,114,125,NC
MORGAN COUNTY,OH,113892,112208,116495,559,590,645,12,7,10,10,15,12,NC
MORROW COUNTY,OH,164607,165764,170711,746,864,1005,32,22,23,36,59,46,NC
MUSKINGUM COUNTY,OH,187718,194218,209833,1051,1094,1135,12,12,14,45,41,23,NC
NOBLE COUNTY,OH,104197,104307,117878,551,567,610,7,4,7,14,10,15,NC
OTTAWA COUNTY,OH,106573,105390,119118,522,573,677,20,11,10,21,31,50,NC
PAULDING COUNTY,OH,219037,227830,222836,621,718,777,60,51,37,43,48,52,NC
PERRY COUNTY,OH,96060,103309,101513,580,641,676,6,6,4,18,23,15,NC
PICKAWAY COUNTY,OH,259390,260947,284843,683,783,871,73,61,54,41,69,69,NC
PIKE COUNTY,OH,87954,100764,109450,378,454,521,13,16,12,14,16,14,NC
PORTAGE COUNTY,OH,96293,102483,113088,721,820,940,10,11,7,58,71,64,NC
PREBLE COUNTY,OH,204079,211432,208908,1067,1183,1319,25,20,8,89,74,99,NC
PUTNAM COUNTY,OH,286698,290078,282429,1473,1584,1627,26,16,15,91,119,105,NC
RICHLAND COUNTY,OH,160734,168992,189530,922,1022,1168,19,13,15,47,58,46,NC
ROSS COUNTY,OH,253383,252889,257872,809,815,903,60,57,51,34,35,32,NC
SANDUSKY COUNTY,OH,202324,207294,207152,850,936,1046,37,20,17,70,70,81,NC
SCIOTO COUNTY,OH,95704,103646,101353,607,658,712,8,9,5,42,34,37,NC
SENECA COUNTY,OH,296368,299433,303740,1265,1398,1453,33,26,20,81,89,70,NC
SHELBY COUNTY,OH,203498,216287,223653,971,1113,1262,19,16,12,70,79,84,NC
STARK COUNTY,OH,136612,153302,160620,1120,1306,1375,12,13,7,152,164,145,NC
SUMMIT COUNTY,OH,19088,19808,21920,260,297,340,1,1,1,63,71,77,NC
TRUMBULL COUNTY,OH,120519,122492,118519,842,951,993,5,6,4,46,57,56,NC
TUSCARAWAS COUNTY,OH,148479,153277,162457,922,1022,1090,9,7,8,75,87,69,NC
UNION COUNTY,OH,222957,232553,241505,803,907,985,46,41,34,68,59,80,NC
VAN WERT COUNTY,OH,241787,245681,246547,790,922,1015,49,34,22,71,88,92,NC
VINTON COUNTY,OH,41666,43303,50514,205,217,249,3,4,3,10,6,5,NC
WARREN COUNTY,OH,129416,136623,154744,792,920,1048,24,22,20,61,73,76,NC
WASHINGTON COUNTY,OH,139655,146000,159389,864,955,1088,4,5,1,27,38,35,NC
WAYNE COUNTY,OH,246938,263457,268434,1582,1734,1866,20,19,16,175,186,184,NC
WILLIAMS COUNTY,OH,187175,224146,213501,763,963,1051,35,30,24,45,63,52,NC
WOOD COUNTY,OH,302456,318255,312184,1089,1279,1405,67,50,36,64,71,83,NC
WYANDOT COUNTY,OH,216318,216518,225657,674,727,803,50,39,33,46,46,48,NC
ADAIR COUNTY,OK,207333,207486,210783,1006,997,1002,23,27,20,32,31,33,S
ALFALFA COUNTY,OK,487638,480129,515387,774,785,859,166,156,152,31,53,33,S
ATOKA COUNTY,OK,375683,385861,434435,982,942,1053,63,47,57,24,38,29,S
BEAVER COUNTY,OK,986621,1011829,1026028,736,824,852,291,303,305,16,42,30,S
BECKHAM COUNTY,OK,493631,495415,498195,732,815,780,150,137,135,36,51,39,S
BLAINE COUNTY,OK,513789,520579,524648,825,919,949,167,158,157,38,48,44,S
BRYAN COUNTY,OK,412673,414493,407398,1360,1388,1351,73,72,61,48,59,41,S
CADDO COUNTY,OK,726481,717842,704910,1441,1530,1640,213,202,185,48,87,75,S
CANADIAN COUNTY,OK,499876,475227,467111,1071,1085,1126,156,138,127,85,118,81,S
CARTER COUNTY,OK,372901,402260,386472,992,1056,1063,70,75,73,28,48,53,S
CHEROKEE COUNTY,OK,218803,230298,246377,977,1045,1087,28,23,22,41,42,35,S
CHOCTAW COUNTY,OK,300829,318542,319849,833,929,977,58,60,69,12,41,24,S
CIMARRON COUNTY,OK,1034980,1006430,1080087,446,458,458,246,243,244,15,20,13,S
CLEVELAND COUNTY,OK,157105,149021,153082,866,894,964,26,11,17,87,93,88,S
COAL COUNTY,OK,264890,269490,280677,536,580,589,51,58,59,6,16,13,S
COMANCHE COUNTY,OK,405831,374268,411681,937,959,994,106,86,96,27,66,61,S
COTTON COUNTY,OK,358446,347784,362443,540,513,560,120,115,114,22,25,27,S
CRAIG COUNTY,OK,447212,413530,402617,1049,1070,1164,96,89,71,20,37,33,S
CREEK COUNTY,OK,336285,279924,325934,1123,1130,1190,55,43,52,45,62,56,S
CUSTER COUNTY,OK,633874,574363,570681,864,859,868,215,203,178,53,61,40,S
DELAWARE COUNTY,OK,242097,255230,240195,1144,1198,1126,32,35,35,27,49,37,S
DEWEY COUNTY,OK,583098,581050,582868,692,725,729,161,171,180,16,33,23,S
ELLIS COUNTY,OK,699515,666893,661929,599,622,612,179,189,187,20,31,25,S
GA RFIELD COUNTY,OK,662121,633271,659095,1152,1182,1261,205,186,192,66,66,62,S
GA RVIN COUNTY,OK,419760,404416,402259,1307,1324,1355,82,83,73,51,73,55,S
GRADY COUNTY,OK,566152,547352,547738,1432,1509,1579,135,115,125,56,82,74,S
GRANT COUNTY,OK,599536,582944,569695,764,866,903,209,194,176,28,40,30,S
GREER COUNTY,OK,338529,325559,358805,449,476,518,115,116,115,18,19,18,S
HARMON COUNTY,OK,286379,284690,293631,332,380,393,95,100,112,8,15,6,S
HARPER COUNTY,OK,607180,554237,598517,441,504,529,166,174,188,18,30,23,S
HASKELL COUNTY,OK,268038,268553,267202,763,771,790,47,52,45,24,25,26,S
HUGHES COUNTY,OK,346572,328229,338367,772,880,908,67,64,61,24,21,20,S
JACKSON COUNTY,OK,469883,461133,443464,634,700,671,149,152,135,27,28,35,S
JEFFERSON COUNTY,OK,405271,394472,391565,468,521,560,110,110,99,15,23,17,S
JOHNSTON COUNTY,OK,323534,323248,321858,572,539,595,55,52,46,20,23,17,S
KAY COUNTY,OK,477655,454851,501344,964,971,1025,160,149,141,54,49,44,S
KINGFISHER COUNTY,OK,521820,477585,513553,921,942,956,162,131,132,52,59,25,S
KIOWA COUNTY,OK,558313,565089,588400,692,760,823,189,199,203,23,38,40,S
LATIMER COUNTY,OK,194253,191445,165927,547,617,578,26,26,27,15,18,15,S
LE FLORE COUNTY,OK,380529,365766,373611,1467,1541,1494,67,59,57,57,65,60,S
LINCOLN COUNTY,OK,397909,387216,404393,1656,1617,1731,48,45,45,51,53,48,S
LOGAN COUNTY,OK,344280,350296,325109,879,925,951,77,86,66,44,55,51,S
LOVE COUNTY,OK,255538,215672,219394,556,589,593,53,49,32,15,24,30,S
MCCLAIN COUNTY,OK,253652,271208,280564,851,900,977,61,55,63,54,48,60,S
MCCURTAIN COUNTY,OK,314987,322599,338767,1314,1446,1341,54,51,59,50,69,42,S
MCINTOSH COUNTY,OK,236766,234891,238881,805,857,869,40,34,35,18,31,29,S
MAJOR COUNTY,OK,494277,502508,495056,848,897,869,146,140,133,33,52,32,S
MARSHALL COUNTY,OK,162690,172917,171644,349,398,414,32,35,36,17,18,15,S
MAYES COUNTY,OK,277981,260252,268039,1227,1258,1309,35,30,34,50,46,55,S
MURRAY COUNTY,OK,230832,170990,173003,411,418,411,49,39,41,14,30,18,S
MUSKOGEE COUNTY,OK,347480,371628,357160,1265,1357,1419,58,51,52,48,79,75,S
NOBLE COUNTY,OK,390957,388174,399524,704,727,751,124,107,114,21,27,29,S
NOWATA COUNTY,OK,282659,231409,274430,695,679,696,58,46,58,30,22,23,S
OKFUSKEE COUNTY,OK,257577,275427,268687,677,736,745,51,70,59,14,37,16,S
OKLAHOMA COUNTY,OK,156748,153656,186314,848,986,1101,25,21,30,125,166,155,S
OKMULGEE COUNTY,OK,280533,249738,276755,931,1009,1071,44,40,46,40,47,34,S
OSAGE COUNTY,OK,1116090,981620,1116615,1065,1026,1028,188,181,194,57,54,48,S
OTTAWA COUNTY,OK,207118,215865,210990,898,953,963,43,39,36,41,54,62,S
PAWNEE COUNTY,OK,282211,284665,280641,631,629,643,63,56,55,31,19,22,S
PAYNE COUNTY,OK,328976,314221,305027,1115,1110,1123,55,55,43,51,42,60,S
PITTSBURG COUNTY,OK,481244,496612,531391,1372,1411,1377,98,77,79,40,45,49,S
